1.000000000000000e-013 -7.000000000000005e-006 4.590254748636038e-006 
3.000000000000000e-013 -2.100000000000001e-005 -1.327455278121844e-005 
5.000000000000001e-013 -3.500000000000000e-005 -4.382686113017716e-005 
7.000000000000001e-013 -4.899999999999994e-005 -8.665672769402906e-005 
9.000000000000000e-013 -6.300000000000003e-005 -6.972380981139410e-005 
1.100000000000000e-012 -7.699999999999991e-005 -9.341596738017118e-005 
1.300000000000000e-012 -9.100000000000000e-005 -1.158992908439784e-004 
1.500000000000000e-012 -1.050000000000001e-004 -1.331385501791749e-004 
1.700000000000000e-012 -1.190000000000001e-004 -1.061152697403749e-004 
1.900000000000000e-012 -1.330000000000000e-004 -7.755594810429651e-005 
2.100000000000000e-012 -1.470000000000000e-004 -5.914746631929700e-005 
2.300000000000000e-012 -1.610000000000000e-004 -7.113127399121499e-005 
2.500000000000000e-012 -1.750000000000000e-004 -9.238181683054374e-005 
2.700000000000000e-012 -1.890000000000001e-004 -7.020870091058951e-005 
2.900000000000000e-012 -2.030000000000000e-004 -7.389167788299307e-005 
3.100000000000000e-012 -2.170000000000001e-004 -9.388253531514788e-005 
3.300000000000000e-012 -2.310000000000001e-004 -1.021248628398948e-004 
3.500000000000000e-012 -2.450000000000000e-004 -1.403804359636601e-004 
3.700000000000000e-012 -2.590000000000000e-004 -1.786816670283669e-004 
3.900000000000000e-012 -2.730000000000002e-004 -1.590452098756726e-004 
4.100000000000000e-012 -2.870000000000000e-004 -1.819578289623641e-004 
4.300000000000000e-012 -3.010000000000001e-004 -1.708599358360999e-004 
4.500000000000000e-012 -3.150000000000001e-004 -2.091239777804116e-004 
4.700000000000000e-012 -3.290000000000000e-004 -1.937487067293446e-004 
4.900000000000000e-012 -3.430000000000001e-004 -1.944442044057002e-004 
5.100000000000000e-012 -3.570000000000001e-004 -2.489346262539010e-004 
5.300000000000000e-012 -3.710000000000000e-004 -2.621256490489034e-004 
5.500000000000000e-012 -3.849999999999999e-004 -2.902362411347937e-004 
5.700000000000000e-012 -3.990000000000000e-004 -3.206720614081232e-004 
